LITTLE BY LITTLE NURSERY CORP DBA WILD GARDENS NURSERY,,FEELING THORNY TROPICALS,716-534-0044,"85 TREADWELL RD, TONAWANDA, NY 14150"
ANNE'S/ KOEHN GIFTS,,GEORGES MARKET & NURSERY LLC,518-785-4210,"240 WADE ROAD EXTENSION, LATHAM, NY 12110"
EDLER ACRES,,FAERY'S LANDSCAPING INC.,716-791-4680,"3170 RIDGE RD., RANSOMVILLE, NY 14131"
SCHUYLERS GREENHOUSE,,THE ART OF PROVIDENCE,631-666-4024,"33 CALIFORNIA AVE, BAY SHORE, NY 11706"
TAYLOR GARDENS & ARTISTRY LLC,,FOREVERGREEN FARMSRUS INC,607-227-3500,"8511 STEVENS RD, LINDLEY, NY 14858"
GRACEFUL ROSES LLC,foresthealth@dec.ny,JONATHAN ZEISET,585-554-6226,"5075 TWITCHELL ROAD, RUSHVILLE, NY 14544"
UNDER THE TREE,advertise@dotdashmdp.com,NATIVE SUN FLOWERS,518-203-9600,"1470 ROUTE 9, CLIFTON PARK, NY 12065"
UNDER THE TREE,press@thespruce.com,GARDENLAND INC,315-548-8983,"15 EAGLE STREET, PHELPS, NY 14532"
UNDER THE TREE,contact@thespruce.com,HARRINGTONS,585-757-2450,"4653 NORTH BYRON ROAD, ELBA, NY 14058"
KC'S PRODUCE,,EDLER ACRES,585-489-8110,"5673 ARBOR RD, ONTARIO, NY 14519"
HUNTS TREE FARM,,LITTLE BY LITTLE NURSERY CORP DBA WILD GARDENS NURSERY,914-589-9536,"456 CROTON AVENUE, CORTLANDT MANOR, NY 10567"
ROOT AND ROOST FARM,rollingstoneranch@gmail.com,GRACEFUL ROSES LLC,585-662-9065,"111 OWEN ROAD, FULTON, NY 13069"
ROOT AND ROOST FARM,tracy.chirico@bethelmotorspeedway.com,TANNER HILL HERB FARM,607-547-8261,"294 TANNER HILL ROAD, COOPERSTOWN, NY 13326"
ROOT AND ROOST FARM,info@kittatinny.com,ANNE'S/ KOEHN GIFTS,315-835-0987,"723 DUBLIN HILL RD., AURORA, NY 13026"
ROOT AND ROOST FARM,cuttinggarden@hotmail.com,UNDER THE TREE,607-351-4172,"201 DRY BROOK RD, WILLSEYVILLE, NY 13864"
ROOT AND ROOST FARM,sean@zigmund.com,TAYLOR GARDENS & ARTISTRY LLC,315-807-2272,"6005 MINOA ROAD, KIRKVILLE, NY 13082"
ROOT AND ROOST FARM,young@bridlehillfarm.com,SCHUYLERS GREENHOUSE,518-842-5519,"6485 STATE HIGHWAY 30, AMSTERDAM, NY 12010"
ROOT AND ROOST FARM,pheasantry@hughes.net,GUTMANNS TREE NURSERY,716-345-4649,"12444 WARNER HILL ROAD, SOUTH WALES, NY 14139"
ROOT AND ROOST FARM,sonja@applepondfarm.com,ROOT AND ROOST FARM,845-292-9126,"64 MINERAL SPRINGS RD, LIVINGSTON MANOR, NY 12758"
ROOT AND ROOST FARM,lvalentia@holidaymtn.com,HUNTS TREE FARM,607-539-7582,"225 ELMIRA ROAD, ITHACA, NY 14850"
ROOT AND ROOST FARM,info@morgan-outdoors.com,KC'S PRODUCE,607-324-9967,"8999 STATE RTE 21, COHOCTON, NY 14826"
GUTMANNS TREE NURSERY,,HERMANCE NURSERIES,401-465-5165,"28 HERMANCE LANE, ULSTER PARK, NY 12487"
TANNER HILL HERB FARM,schoolprograms@farmersmuseum.org,PEACHEY PRODUCE,607-869-5695,"5461 RTE 414, ROMULUS, NY 14541"
PEACHEY PRODUCE,seneca@cornell.edu,OLIVERA'S GARDEN,315-573-6712,"412 SYCAMORE TRAIL, NEWARK, NY 14513"
BRIAR BURR GARDENS,,LIGHTHOUSE GARDENS,585-582-5725,"229 ONTARIO STREET, HONEOYE FALLS, NY 144721303"
OLIVERA'S GARDEN,,ANTHONY DEMARCO & SONS INC,315-689-9884,"211 WEST MAIN ST, ELBRIDGE, NY 13060"
ONE NATURE LLC,12508info@onenaturellc.com,DOGWOOD ACRES GREENHOUSES,845-361-5129,"41 TOWNLEY LANE, CIRCLEVILLE, NY 10919"
LIGHTHOUSE GARDENS,toddlighthouse@gmail.com,KIMBERLYS GREENHOUSE INC,607-323-5120,"3438 ROUTE 26, GLEN AUBREY, NY 13777"
CHESTNUT RIDGE NURSERY INC,,BRIAR BURR GARDENS,719-659-9593,"6113 BURR RD, TRUMANSBURG, NY 14886"
STAR ROUTE FARM,,ONE NATURE LLC,845-440-1677,"363 PETTICOAT LANE, BLOOMINGBURG, NY 12721"
KIMBERLYS GREENHOUSE INC,,NEW AMSTERDAM NURSERY INC,631-672-0267,"408 WADING RIVER ROAD, MANORVILLE, NY 11949"
DELALIO SOD FARMS LLC,,WEBER MIKE GREENHOUSES INC,716-822-8887,"42 FRENCH ROAD, WEST SENECA, NY 14224"
TURNBULL NURSERY INC,plants@turnbullnursery.com,DELALIO SOD FARMS LLC,," DOCTORS PATH SOUND AVE &ROUTE1, RIVERHEAD, NY 11901"
ANTHONY DEMARCO & SONS INC,,BRONNER FARM LLC,845-629-7726,"41 TOWNLEY LANE, CIRCLEVILLE, NY 10919"
BRONNER FARM LLC,,CHESTNUT RIDGE NURSERY INC,716-725-8043,"225 CRESCENT DRIVE, ORCHARD PARK, NY 14127"
IMBRIANO & SONS GARDEN SUPPLIES,carmela1228@gmail.com,STAR ROUTE FARM,914-874-9435,"796 COUNTY HIGHWAY 40, CHARLOTTEVILLE, NY 12036"
IMBRIANO & SONS GARDEN SUPPLIES,info@brokersnapshot.com,SUNSHINE MEADOWS,518-384-0086,"610 TANNER ROAD, CLIFTON PARK, NY 12065"
DOGWOOD ACRES GREENHOUSES,,TURNBULL NURSERY INC,716-337-3812," MORGANO FARM-BRANT-NO COLLINS, BRANT, NY 14027"
UNDER THE TREE,,IMBRIANO & SONS GARDEN SUPPLIES,631-2986569,"322-45 MAIN ST, CUTCHOGUE, NY 11935"
SWEET PEA FM PERENNIALS,,SWEET PEA FM PERENNIALS,518-631-4202,"121 FEDERAL HILL ROAD, BOLTON LANDING, NY 12814"
SEAN DEMBROSKY,customercare@vergepermaculture.ca,HALTON HAY,,"2071 ELM STREET, NEW WOODSTOCK, NY 13122"
SUNSHINE MEADOWS,,SEAN DEMBROSKY,607-342-4953,"9408 CONGRESS STREET EXTENSION, TRUMANSBURG, NY 14886"
SPOTH DONALD FARM,,REDHEAD RANCH SOAPS & SUNDRIES,315-730-1412,"5132 CREAM HOLLOW ROAD, MORAVIA, NY 13118"
REDHEAD RANCH SOAPS & SUNDRIES,,TOWER LOT NURSERY INC,631-404-8455,"608 TWOMEY AVE, CALVERTON, NY 11933"
HALTON HAY,x@z-.xk,UNDER THE TREE,607-203-0110,"58 MIDDAUGH ROAD, BROOKTONDALE, NY 14817"
SENSENIG JONATHAN,info@spencefuneralservices.com,OAK QUEENS LLC,845-636-8218,"810 QUEENS HWY, ACCORD, NY 12404"
SONSHINE VALLEY FARMS,,SONSHINE VALLEY FARMS,607-722-2727,"200 CROCKER HILL RD, BINGHAMTON, NY 13904"
OAK QUEENS LLC,pdoxsey@freemanonline.com,BLOSSOMS N BLOOMS ETC,315-397-2712,"6004 JAMES STREET, CONSTABLEVILLE, NY 13325"
SCHULTZ GARDEN CENTER,Mark@Schultzgardencenter.com,HEATH FARM,607-232-4952,"48 W HEATH ROAD, WAVERLY, NY 14892"
HEATH FARM,leapreschool@heathfarmdaynurseries.co.uk,SENSENIG JONATHAN,585-534-4255,"5299 CROWE ROAD, STANLEY, NY 1456114561"
HEATH FARM,hartsholmepreschool@heathfarmdaynurseries.co.uk,SPOTH DONALD FARM,716-688-7644,"2715 TONAWANDA CREEK ROAD, AMHERST, NY 14228"
HEATH FARM,nutwood@heathfarmdaynurseries.co.uk,DRAUDT RONALD & SONS,716-648-7077,"4779 CLARK STREET, HAMBURG, NY 14075"
HEATH FARM,ghkidsclub@heathfarmdaynurseries.co.uk,SCHULTZ GARDEN CENTER,518-399-9023,"88 HETCHELTOWN RD, GLENVILLE, NY 12302"
HEATH FARM,riverside@heathfarmdaynurseries.co.uk,"PITTSFORD TREE AND LANDSCAPE, INC DBA VILLAGE GARDEN STORE LTD",585-624-2400,"3830 RUSH MENDON RD, MENDON, NY 14506"
HEATH FARM,greetwellhollow@heathfarmdaynurseries.co.uk,RSK FARM,518-299-3198,"13255 ROUTE 23A, PRATTSVILLE, NY 12468"
HEATH FARM,heathfarm@heathfarmdaynurseries.co.uk,SANG LEE FARMS INC,631-734-7001,"25180 COUNTY ROUTE 48, PECONIC, NY 11958"
SANG LEE FARMS INC,,FUNNY FARMS FAMOUS,631-734-7366,"36925 MAIN ROAD, CUTCHOGUE, NY 11935"
STYERS PEONIES LLC,,STYERS PEONIES LLC,610-616-3839,"3212 SUTTON ROAD, GENEVA, NY 14456"
"PITTSFORD TREE AND LANDSCAPE, INC DBA VILLAGE GARDEN STORE LTD",,EDWARD FOX,315-536-7818,"8319 FORD RD, BRANCHPORT, NY 14418"
KATONAH NURSERY INC,,VITALES FARM MARKET,,"7297 NORTH DIVISION STREET ROAD, AUBURN, NY 13021"
RSK FARM,Usbistro@hvc.rr,ZEHR'S FLOWERS & LANDSCAPING,,"8457 VAN AMBER ROAD, CASTORLAND, NY 13620"
EDWARD FOX,contactus@smallsmortuary.com,KATONAH NURSERY INC,914-232-3570,"80 S AMENIA UNION, AMENIA, NY 12501"
EDWARD FOX,info@smallsmortuary.com,LEONS FARM MARKET,315-963-3262,"4142 STATE ROUTE 104E, MEXICO, NY 13114"
DRAUDT RONALD & SONS,,EASTLAND FARMS INC,631-726-1961,"1260 MONTAUK HIGHWAY, WATER MILL, NY 11976"
DOWN TO EARTH,home@dwntoearth.com,DOWN TO EARTH,845-354-8500,"1040 ROUTE 45, POMONA, NY 10970"
ZEHR'S FLOWERS & LANDSCAPING,sales@hydrograsscorp.com,HILLS CHRISTMAS TREE FARM,716-592-5096,"13214 BELSCHER ROAD, SPRINGVILLE, NY 14141"
HILLS CHRISTMAS TREE FARM,webmanager@mdac.ms.gov,THE LO FARM LLC,501-231-2460,"5204 ROUTE 32, CATSKILL, NY 12414"
FUNNY FARMS FAMOUS,,STRAWS,518-572-4005,"1 OUELLETTE CIRCLE, KEESEVILLE, NY 12944"
KENT COUNTRYSIDE NURSERY INC,,NEW LEAF A,607-863-3404,"5858 TOWNLINE ROAD-TAYLOR, CINCINNATUS, NY 13040"
LAPLANTS LAWN&PROP MTCE,,DOUBLE A VINEYARDS,716-672-8493," MILLER ROAD, FREDONIA, NY 14063"
EASTLAND FARMS INC,,LAPLANTS LAWN&PROP MTCE,585-727-3249,"7482 OLD LYONS ROAD, LYONS, NY 14489"
LEONS FARM MARKET,,SEIB FARMS,516-903-4262,"127 BURRS LANE, DIX HILLS, NY 11746"
SEIB FARMS,purduenews@purdue.edu,OLE' THYME FARM,,"2965 STATE ROUTE 21, WAYLAND, NY 14572"
SEIB FARMS,smithse@purdue.edu,KENT COUNTRYSIDE NURSERY INC,845-225-7766,"61 LUDINGTON COURT, CARMEL, NY 10512"
SEIB FARMS,mmanier@purdue.edu,JOHNNIE & ERMA SHETLER,,"4969 WEST AVA ROAD, TABERG, NY 13471"
SEIB FARMS,ward121@purdue.edu,MILLERS FARM MARKET LLC,716-373-2073,"1685 OLEAN-PORTVILLE ROAD, OLEAN, NY 14760"
SEIB FARMS,jmintert@purdue.edu,WILLIS' PRODUCE,607-207-6828,"931 W RIVER ROAD, NICHOLS, NY 13812"
STRAWS,info@jardinfloraldesign.com,EATON FARMS,315-524-8467,"280 N UNION STREET, ROCHESTER, NY 14609"
VITALES FARM MARKET,,CAROLS PLANT SHED,631-366-2585,"196 SMTIHTOWN BOULEVARD, NESCONSET, NY 11767"
CAROLS PLANT SHED,,SCHEUERMANN FARMS GRNHS,845-258-4221,"73 LITTLE YORK ROAD, WARWICK, NY 10990"
TECHMERS NURSERY,,TECHMERS NURSERY,845-255-7430," RT 32 ALLHUSEN ROAD, MODENA, NY 12548"
THE LO FARM LLC,,STOUGHTON FARM,607-642-3675,"10898 STATE ROUTE 38, NEWARK VALLEY, NY 13811"
OLE' THYME FARM,,JEWITT HILL GREENHOUSE,315-751-2835,"4505 DOOLITTLE RD, LOCKE, NY 13092"
JEWITT HILL GREENHOUSE,,HEWITTS GARDEN CENTER INC,518-399-4959,"621 MAPLE AVENUE, SARATOGA SPRINGS, NY 12866"
STOUGHTON FARM,info@stoughtonfarm.com,HUMBLE ROOTS TREE FARM,585-662-7476,"3533 LAFEVRE RD, BLOOMFIELD, NY 14469"
HEWITTS GARDEN CENTER INC,info@sungro.com,CAYUGA LANDSCAPE CO INC,607-257-3000,"1104 AUBURN RD, GROTON, NY 13073"
GARDENWORKS FARM LLC,,JOSEPHS GARDEN & GREENHOUSE,631-567-0292,"525 SMITHTOWN AVE, BOHEMIA, NY 11716"
WILLIS' PRODUCE,,GARDENWORKS FARM LLC,,"1055 RT 30, SALEM, NY 12865"
CAYUGA LANDSCAPE CO INC,info@cayugalandscape.com,JOHN D MADURA FARMS,845-258-5489,"54 RUDINSKI LANE, PINE ISLAND, NY 10969"
CAYUGA LANDSCAPE CO INC,plants@cayugalandscape.com,BURKE PLANTS,518-651-7680,"50 SIMMS ROAD, CHATEAUGAY, NY 12920"
SCHEUERMANN FARMS GRNHS,,CLEAR CREEK DAHLIAS,716-307-3480,"44 LIBERTY STREET, ARCADE, NY 14009"
JOSEPHS GARDEN & GREENHOUSE,info@sungro.com,FORT HUNTER FARMS,518-526-4049,"2704 CURRY ROAD, SCHENECTADY, NY 12303"
JOHNNIE & ERMA SHETLER,,"BRADFORD T. REEVE, SR. AND PAUL REEVE, INC.",631-722-3077,"891 MAIN ROAD, AQUEBOGUE, NY 11931"
K & T CREATIONS CO,,K & T CREATIONS CO,518-821-0142,"167 HIGHLAND ROAD, CHATHAM, NY 12037"
MORRISVILLE STATE COLLEGE,,MORRISVILLE STATE COLLEGE,315-684-6094," SPADER HORTICULTURE BUILDING, MORRISVILLE, NY 13408"
BURKE PLANTS,melkir@halfpastzen.com,BELLE GROVE FOREST FARM,315-497-1455,"5737 SAYLES CORNERS RD, MORAVIA, NY 13118"
CLEAR CREEK DAHLIAS,,HELDERLEDGE FARM,518-765-4702,"435 PICARD ROAD, ALTAMONT, NY 12009"
HUMBLE ROOTS TREE FARM,,DAVENPORT GARDEN CENTER,607-278-6909," DEL CO RD 10 AND ROUTE 23, DAVENPORT CENTER, NY 13751"
"BRADFORD T. REEVE, SR. AND PAUL REEVE, INC.",,BEDFORD GREENHOUSE INC,716-5426110,"5675 BUELL STREET, AKRON, NY 14001"
TOMS THUMB LLC,,EDWARD FELSENTHAL,917-282-5060,"95-14 132ND ST, SOUTH RICHMOND HILL, NY 11419"
EDWARD FELSENTHAL,,ROMANSKI FARMS LILCO POLE,631-727-7668,"16 DEEP HOLE ROAD, CALVERTON, NY 11933"
ROMANSKI FARMS LILCO POLE,,TOMS THUMB LLC,716-537-9590,"13051 WHITNEY ROAD, HOLLAND, NY 14080"
BOKA FARMS INC,,BOKA FARMS INC,716-625-9471,"6021 CAMPBELL BOULEVARD, LOCKPORT, NY 14094"
JOHN D MADURA FARMS,,STEDMAN OLD FRM NUR INC,716-778-8540," SAMPSON FARM-LOCKPORT OLCOTT R, NEWFANE, NY 14108"
DAVENPORT GARDEN CENTER,info@davenportgarden.com,POLLIWOGS GARDEN LLC,518-423-8913,"2202 STATE ROUTE 40, GREENWICH, NY 12834"
POLLIWOGS GARDEN LLC,,JANSEN E P NURSERY LLC,845-651-4106,"161 GLENMERE AVENUE, FLORIDA, NY 10921"
JANSEN E P NURSERY LLC,,TURNPIKE COMPANY LLC,315-359-8401,"10164 TURNPIKE ROAD, CLYDE, NY 14433"
TURNPIKE COMPANY LLC,,JULIANS SCHUYLER GREENHOUSE AND PRODUCE FARMS,315-735-9385,"2365 STATE ROUTE 5, UTICA, NY 13502"
FORT HUNTER FARMS,,BACKPORCH PRODUCE,716-946-8308,"10260 FAIRVIEW ROAD, FARMERSVILLE STATION, NY 14060"
HELDERLEDGE FARM,,BELLA TERRA FARM,518-673-5673,"418 LYNK ST, SPRAKERS, NY 12166"
ALBERT H SCHMITT,,HARVESTVIEW FARM,716-672-4822,"4936 WEST MAIN ROAD, FREDONIA, NY 14063"
BELLE GROVE FOREST FARM,,BROTHER BROWN FLOWERS,607-343-4983,"1108 UPPER FRONT STREET, BINGHAMTON, NY 13905"
STEDMAN OLD FRM NUR INC,,ALBERT H SCHMITT,631-277-3805,"6 BAGATELLE ROAD, DIX HILLS, NY 11746"
ORIENTAL GDN SUPPLY LLC,,HALLOCK CIDER MILL INC,631-298-1140,"1960 RT 25, LAUREL, NY 11948"
BACKPORCH PRODUCE,,DECKERS FLATS GREENHOUSE,518-546-3369,"2923 DUGWAY ROAD, PORT HENRY, NY 12974"
BELLA TERRA FARM,schenectadygreenmarket@gmail.com,ORIENTAL GDN SUPPLY LLC,585-586-3850,"448 WEST BLOOMFIELD ROAD, PITTSFORD, NY 14534"
R S PARKER LANDSCAPING & GARDEN CENTER,,R S PARKER LANDSCAPING & GARDEN CENTER,,"791 ROUTE 64, ELMIRA, NY 14903"
JULIANS SCHUYLER GREENHOUSE AND PRODUCE FARMS,,COUNTRY ROADS FAMILY FARM LLC,845-220-7212,"22121 KNOWLESVILLE ROAD, PAMELIA, NY 13601"
CARADONNA FARMS,StatesCaradonnafarmsgiftbaskets@gmail.com,CARADONNA FARMS,845-234-3608,"1394 ROUTE 9W, MARLBORO, NY 12542"
DECKERS FLATS GREENHOUSE,,NICOTRA FARMS INC,315-656-7435,"6762 FLY ROAD, EAST SYRACUSE, NY 13057"
BEDFORD GREENHOUSE INC,,SUNNY RIDGE GREENHOUSE,518-483-0402,"1997 STATE ROUTE 11B, NORTH BANGOR, NY 12966"
SEABERT FARMS,,ANNS PURPLE PRODUCE,315-986-3766,"1206 NOLAN ROAD, MACEDON, NY 14502"
WHISTLE DOWN FARM LLC,,SEABERT FARMS,716-946-4866,"3682 RIDGE RD, LOCKPORT, NY 14094"
HARVESTVIEW FARM,,WHISTLE DOWN FARM LLC,607-342-6816,"20 SCHOOL TEACHER RD, HUDSON, NY 12534"
HALLOCK CIDER MILL INC,,WHITMAN NURSERIES INC,631-722-3000,"1017 MAIN ROAD ROUTE 25, AQUEBOGUE, NY 11931"
COUNTRY ROADS FAMILY FARM LLC,,MOMS FLOWERS,315-531-8038,"1533 CARROLL ROAD, PENN YAN, NY 14527"
WHITMAN NURSERIES INC,whitmannurseries@gmail.com,KINGS COUNTY NURSERIES INC,718-493-2363,"625 NEW YORK AVENUE, BROOKLYN, NY 11203"
KENNETH J LINDSTROM,,TANDAMITI LLC,716-532-3421,"12642 PLANCK ROAD, PERRYSBURG, NY 14129"
MAIER FARMS,,TWIN POND GRNHS&NURSERY,845-457-1991,"531 RIVER RD, MONTGOMERY, NY 12549"
ANNS PURPLE PRODUCE,,KENNETH J LINDSTROM,(716) 648-2371," ROUTE 219, ASHFORD, NY 14171"
SUNNY RIDGE GREENHOUSE,,MAIER FARMS,585-265-3273,"450 PHILLIPS ROAD, WEBSTER, NY 14580"
KINGS COUNTY NURSERIES INC,bestof@schnepsmedia.com,OLISH FARMS INC,631-325-0535," EASTPORT MANOR ROAD, EASTPORT, NY 11941"
BRENDAN HATHAWAY,webmaster@ncnewsonline.com,GLASS HOUSE FARMS,661-378-4555,"10 PINCKNEY ROAD, ITHACA, NY 14850"
TANDAMITI LLC,,LILLIE ACRES GREENHOUSE,716-532-4299,"14246 SCHOOL STREET, COLLINS, NY 14034"
FARMERS WIFE CREATIONS,,BRENDAN HATHAWAY,518-588-2268,"1043 PARK AVE, SCHENECTADY, NY 12308"
LILLIE ACRES GREENHOUSE,,LEVI WENGER,518-993-9985,"429 CO HWY 32A, CHERRY VALLEY, NY 13320"
OLISH FARMS INC,aw242@cornell.edu,LEROY GEHMAN,518-993-3532,"187 YOUNGS RD, FORT PLAIN, NY 13339"
OLISH FARMS INC,info@lifga.com,FARMERS WIFE CREATIONS,315-523-0405,"16436 CT RT 12, LA FARGEVILLE, NY 13656"
TWIN POND GRNHS&NURSERY,,AMBERG GRAPEVINES LLC,315-462-3288,"2399 WHEAT ROAD, CLIFTON SPGS, NY 14432"
LEROY GEHMAN,benderl@groffeckenroth.com,FINAL TOUCH,315-796-5789,"2704 STATE ROUTE 315, DEANSBORO, NY 13328"
AMBERG GRAPEVINES LLC,info@winebusinessanalytics.com,MOSES J YODER,,"1716 STATE HWY 11 B, POTSDAM, NY 13676"
LEVI WENGER,benderl@groffeckenroth.com,MEADOWVIEW LLC,585-374-5080,"7727 ROUTE 21, NAPLES, NY 14512"
TOP NOTCH GARDEN CENTER AT NEWPORT MARKETPLACE,,TOP NOTCH GARDEN CENTER AT NEWPORT MARKETPLACE,315-7175333,"7583 MAIN STREET, NEWPORT, NY 13416"
FINAL TOUCH,,HIDDEN SPRINGS TREE FARM LLC- GROW,607-525-6456,"4310 BINES HILL ROAD, ANDOVER, NY 14806"
MEADOWVIEW LLC,,GOZO NF NURSERIES INC,718-743-1407,"2572 COYLE STREET, BROOKLYN, NY 11235"
GOZO NF NURSERIES INC,,MOUNTAIN LAKE SERVICES,518-546-3386,"55 LORD RD., ELIZABETHTOWN, NY 12932"
PERENNIAL CHARM NURSERY LLC,,STYMUS FARMS LLC,,"13991 MAPLE STREET, ALBION, NY 14411"
HIDDEN SPRINGS TREE FARM LLC- GROW,,SPRUCE IT UP TREE FARM,607-587-9300,"1658 MOLAND RD, ALFRED STATION, NY 14803"
STYMUS FARMS LLC,,ERETZ GOSHEN FARMS INC,516-972-8847,"71 DZIERZEK LANE, NEW HAMPTON, NY 10958"
CASE FARMS NURSEY LLC,,CASE FARMS NURSEY LLC,315-256-5458,"6906 COUNTY RD 32, CANANDAIGUA, NY 14424"
SPRUCE IT UP TREE FARM,,"ZINO NURSERIES AND LANDSCAPING, INC",914-669-5633,"45 HARDSCRABBLE ROAD, NORTH SALEM, NY 10560"
ERETZ GOSHEN FARMS INC,,BISSETT - A SITEONE COMPANY,216-706-9250,"282 LONG ISLAND AVE, HOLTSVILLE, NY 11742"
BISSETT - A SITEONE COMPANY,,PERENNIAL CHARM NURSERY LLC,631-537-0775,"BOX 61 NARROW LANE EAST, SAGAPONACK, NY 11962"
WILLOW CREEK GREENHOUSE,mhibbard@fltimes.com,NEW YORK HEMP SERVICE LLC,518-249-4750,"4269 ROUTE 9, HUDSON, NY 12534"
ROOTS TO BLOOM,rootstobloompreschool@gmail.com,ROOTS TO BLOOM,716-603-0892,"196 NORTH PARK AVE, BUFFALO, NY 14216"
"ZINO NURSERIES AND LANDSCAPING, INC",,WEISS NURSERY & LANDSCAPING LLC,845-677-9990,"2701 ROUTE 82, LAGRANGEVILLE, NY 12540"
LIBERTY FARMS,sales@libertyfarmsny.com,WILLOW CREEK GREENHOUSE,315-781-2869,"2660 COUNTY ROAD 6, GENEVA, NY 14456"
NEW YORK HEMP SERVICE LLC,,LAURA TEN EYCK,518-545-1458,"287 ALTAMONT RD, ALTAMONT, NY 12009"
POUND RIDGE NURSERY AND GARDEN CENTER INC,,POUND RIDGE NURSERY AND GARDEN CENTER INC,914-764-5781,"6 POUND RIDGE RD, POUND RIDGE, NY 10576"
STILLMANS GREENHOUSE AND GARDEN CENTER LLC,,DELEA LEASING CORP DBA DELEA SOD FARMS,631-964-6600,"676 DEER PARK AVENUE, HUNTINGTON STATION, NY 11746"
NATURE BY DESIGN,,ANNUTTOS FARM STAND LLC,607-432-7905,"5396 STATE HIGHWAY 7, ONEONTA, NY 13820"
WEISS NURSERY & LANDSCAPING LLC,,LIBERTY FARMS,518-573-3436,"848 ST. DAVIDS LANE, SCHENECTADY, NY 12309"
POST ST FARM DBA ROGUE TOMATO FARMS LLC,,A&L PRODUCE,607-535-2799,"3961 ROUTE 14A, WATKINS GLEN, NY 14891"
LAURA TEN EYCK,lateneyck@gmail.com,LAKESIDE SOD SPLY CO IN,716-741-2877," VAN BUREN FRM-10870 KELKENBERG, CLARENCE CENTER, NY 14032"
VERDERBER LANDSCAPE NURSERY INC.,,NATURE BY DESIGN,315-891-3952,"2410 CASTLE ROAD, NEWPORT, NY 13416"
DELEA LEASING CORP DBA DELEA SOD FARMS,tips@cnn.com,SUNNY SIDE GREENHOUSE,585-554-5198,"519 STATE ROUTE 247, RUSHVILLE, NY 14544"
A&L PRODUCE,Specialistebreier@csusm.edu,STILLMANS GREENHOUSE AND GARDEN CENTER LLC,607-535-7366,"251 S CATHERINE STREET, MONTOUR FALLS, NY 14865"
PAUL HARTMAN,execdirector@BairdCreek.org,HUBINA TREE FARM,315-429-3450,"328 LOTVILLE ROAD, DOLGEVILLE, NY 13329"
HUBINA TREE FARM,,POST ST FARM DBA ROGUE TOMATO FARMS LLC,315-527-7396,"3460 POST ST, CLINTON, NY 13323"
GOOD EARTH FARMS,info@farmfolkcityfolk.ca,STILL MEADOW NURSERY INC,315-253-4496," GRANT AVENUE-GATES ROAD, AUBURN, NY 13021"
GOOD EARTH FARMS,goodearthfarms@shaw.ca,VERDERBER LANDSCAPE NURSERY INC.,631-722-4388,"459 ROUTE 25, AQUEBOGUE, NY 11931"
ANNUTTOS FARM STAND LLC,,GOOD EARTH FARMS,716-432-3160,"14007 PARK AVENUE, WATERPORT, NY 14571"
SUNNY SIDE GREENHOUSE,,TOMARCHIO'S GREENEHOUSE,315-732-8825,"12 FARVIEW HEIGHTS, UTICA, NY 13501"
LAKESIDE SOD SPLY CO IN,,PAUL HARTMAN,716-864-5608,"3417 WEST YORKSHIRE ROAD, YORKSHIRE, NY 14173"
STILL MEADOW NURSERY INC,,A&W GREENHOUSE AND GARDENS,315-508-5116,"463 WEST MAIN STREET, LITTLE FALLS, NY 13365"
A&W GREENHOUSE AND GARDENS,news@mylittlefalls.com,HARVEST MOON,716-634-8290,"4202 UNION RD, CHEEKTOWAGA, NY 14225"
ANGIE'S GARDEN NURSERY,,ANGIE'S GARDEN NURSERY,845-706-0867,"2615 LUCAS TURNPIKE, HIGH FALLS, NY 12440"
E&J REWILDING CORP,,SUNFLOWER RIDGE PRODUCE & GREENHOUSE,518-993-4862,"502 FREYSBUSH ROAD, FORT PLAIN, NY 13339"
TOMARCHIO'S GREENEHOUSE,,E&J REWILDING CORP,914-419-2012,"456 CROTON AVENUE, CORTLANDT MANOR, NY 10567"
SUNFLOWER RIDGE PRODUCE & GREENHOUSE,,ELEANOR PERRY,607-962-1351,"131 E HIGH ST, PAINTED POST, NY 14870"
HARVEST MOON,Islandhelloharvestmoonflorals@gmail.com,HEALING HOMESTEAD,716-534-4299,"1102 NASH RD, NORTH TONAWANDA, NY 14120"
MCDONOUGHS FARM,mschuman@saratogian.com,MT. VISION GARDEN CENTER INC,607-432-1260,"102 BLOOD MILLS ROAD, MOUNT VISION, NY 13810"
KALLECO NURSERY CORP,WEDDINGvortex@gmail.com,KALLECO NURSERY CORP,845-658-3553,"801 ROUTE 32, TILLSON, NY 12486"
KALLECO NURSERY CORP,test@domain.com,SHAKER CREEK FARM LLC,413-441-4223,"266 WINSLOW ROAD, EAST NASSAU, NY 12062"
MT. VISION GARDEN CENTER INC,,LAKE SIDE GREENHOUSE,585-694-4246,"3500 MUMBY RD, CANANDAIGUA, NY 14424"
ELEANOR PERRY,support@chairish.com,LILLIES OF FIELD PERRENIALS & GIFT SHOP,518-299-3637,"417 BARNEY MOORE ROA, PRATTSVILLE, NY 12468"
LILLIES OF FIELD PERRENIALS & GIFT SHOP,,MCDONOUGHS FARM,518-477-4841,"199 PHILLIPS ROAD, EAST GREENBUSH, NY 12061"
ADIRONDACK TREE COVELS TREE FARM & NURSERY,,TRANKA JOSEPH & SON FLORIST,518-885-5410,"1602 AMSTERDAM ROAD RD 1, BALLSTON SPA, NY 12020"
